ID_ESTACION	Provincia	Municipio	Localidad	Código postal	Dirección	Margen	Longitud	Latitud	Rótulo	Tipo venta	Rem.	Horario
3815	GIRONA	GIRONA	GIRONA	17007	CARRER SAN JUAN BOSCO, 8	N	2,825000	42,004194	GALP	P	OM	L-D: 06:00-22:00
3816	GIRONA	GIRONA	GIRONA	17007	RDA. FORT ROIG, 21 (URB. MONTJUIC)	D	2,833639	41,994472	GM	P	dm	"L-S: 07:00-22:00; D: 07:00-14:00"
3817	GIRONA	GIRONA	GIRONA	17080	PLAZA PZA. SALT S/N -PARKING DIA, 1	N	2,808333	41,965833	GALP	P	OM	L-D: 09:00-13:00 y 15:00-18:00
3818	GIRONA	HOSTALRIC	HOSTALRIC	17450	CARRER POMPEU FABRA, 2	N	2,624083	41,742833	ESCLATOIL	P	dm	L-D: 24H
3819	GIRONA	HOSTALRIC	HOSTALRIC	17450	AVENIDA CORONEL ESTRADA, 136	D	2,627472	41,745944	REPSOL	P	OM	L-D: 06:00-22:00
3820	GIRONA	JONQUERA (LA)	LA JONQUERA	17700	CARRETERA N-2 KM. 772,5	D	2,882667	42,398417	REPSOL	P	OM	L-D: 24H
3821	GIRONA	JONQUERA (LA)	LA JONQUERA	17700	CR N-2, 772,5	I	2,880500	42,399056	REPSOL	P	OM	L-D: 24H
3822	GIRONA	JONQUERA (LA)	LA JONQUERA	17700	CARRETERA N-II KM. 775,65	I	2,868333	42,424917	BP	P	dm	L: 07:00-23:00
3823	GIRONA	JONQUERA (LA)	LA JONQUERA	17700	CRTA N-II km 775,65	D	2,869167	42,424306	BP	P	dm	L-D: 24H
3824	GIRONA	JONQUERA (LA)	LA JONQUERA	17700	CARRETERA NACIONAL II KM. 765	I	2,878639	42,402972	"ANDAMUR ""LA JONQUERA"""	P	dm	L-D: 24H
3825	GIRONA	JONQUERA (LA)	LA JONQUERA	17700	CALLE LES SALINES, 9	N	2,878639	42,400556	VALCARCE	P	dm	L-D: 24H
3826	GIRONA	JONQUERA (LA)	LA JONQUERA	17700	AVINGUDA EUSKADI, 11	N	2,885583	42,399528	A.S. ROMPETROL LA JONQUERA	P	dm	L-D: 24H
3827	GIRONA	JONQUERA (LA)	LA JONQUERA	17700	CARRETERA UNIDIRECCIONAL - UNE ADUANA DE LA JUNQUERA (N-II) KM. 783	I	2,866833	42,427056	CEPSA	P	OM	L-D: 24H
3828	GIRONA	JONQUERA (LA)	LA JONQUERA	17700	ZONA COMERCIAL SECTOR DUANA, S/N	N	2,866278	42,428333	GALP	P	OM	L-D: 24H
3829	GIRONA	JONQUERA (LA)	LA JONQUERA	17700	AUTOPISTA AP 7 KM 7 KM. 7	N	2,873194	42,406389	GALP	P	OM	L-D: 24H
3830	GIRONA	JONQUERA (LA)	LA JONQUERA	17700	CARRETERA N-II KM. 774,800	D	2,872000	42,417083	GALP	P	OM	L-D: 06:00-22:00
3831	GIRONA	JONQUERA (LA)	LA JONQUERA	17700	CARRETERA N-II KM. 774	N	2,876306	42,410333	GALP	P	OM	L-D: 24H
3832	GIRONA	JONQUERA (LA)	LA JONQUERA	17700	CARRETERA N-2 KM. 772,500	N	2,880528	42,397861	GALP	P	OM	L-D: 06:00-22:00
3833	GIRONA	JONQUERA (LA)	LA JONQUERA	17700	CARRETERA GI-601 A CANTALLOPS, ESQ. N-II, POL. SECTOR LES OLIVERES KM. 128	N	2,880333	42,403278	SHELL 	P	OM	L-D: 24H
3834	GIRONA	JONQUERA (LA)	LA JONQUERA	17700	AUTOPISTA AP-7 KM. 7	D	2,872250	42,405278	REPSOL	P	OM	L-D: 24H
3835	GIRONA	JONQUERA (LA)	LA JONQUERA	17700	CARRETERA N-II KM. 773,5	D	2,878500	42,406889	TORTUGA	P	dm	L-D: 24H
3836	GIRONA	JUIÀ	JUIA	17462	CARRETERA C-66 KM. 27,5	D	2,899889	42,033722	SARAS	P	OM	L-D: 06:00-22:00
3837	GIRONA	LLAGOSTERA	LLAGOSTERA	17240	CARRER XALOC, 1	N	2,902361	41,829778	ESCLATOIL	P	dm	L-D: 24H
3838	GIRONA	LLAGOSTERA	LLAGOSTERA	17240	AUTOVIA C-65 KM. 4,8	I	2,946889	41,827389	REPSOL	P	OM	L-D: 06:00-22:00
3839	GIRONA	LLAGOSTERA	LLAGOSTERA	17240	CARRETERA C-250 KM. 19	I	2,896528	41,828833	REPSOL	P	OM	L-D: 06:00-22:00
3840	GIRONA	LLAGOSTERA	LLAGOSTERA	17240	CR C-250, 24,3	D	2,947750	41,826639	REPSOL	P	OM	L-D: 06:00-22:00
3841	GIRONA	LLAGOSTERA	LLAGOSTERA	17240	CARRETERA C-35 KM. 97	I	2,899250	41,815806	REPSOL	P	dm	"L-V: 06:00-22:00; D: 08:00-22:00"
3842	GIRONA	LLANÇÀ	LLANÇA	17490	AVENIDA EUROPA, 2	I	3,150750	42,365444	REPSOL	P	OM	L-D: 06:00-22:00
3843	GIRONA	LLERS	LLERS	17730	CARRETERA N-II KM. 760	N	2,940500	42,299833	PETROMIRALLES	P	dm	L-D: 24H
3844	GIRONA	LLÍVIA	LLIVIA	17527	AVINGUDA CATALUNYA, 31	D	1,982889	42,462861	PETROCAT	P	OM	L-D: 24H
3845	GIRONA	LLORET DE MAR	LLORET DE MAR	17310	AVENIDA ALEGRIES, 1	D	2,830000	41,716806	GALP	P	OM	L-D: 24H
3846	GIRONA	LLORET DE MAR	LLORET DE MAR	17310	AVINGUDA VIDRERES, 244	D	2,834833	41,709583	REPSOL	P	OM	L-D: 24H
3847	GIRONA	LLORET DE MAR	LLORET DE MAR	17310	CARRETERA GI-682 KM. 10	D	2,827278	41,698111	GALP	P	dm	L-D: 07:00-23:00
3848	GIRONA	LLORET DE MAR	LLORET DE MAR	17310	AVINGUDA VILA DE BLANES, 60/62	D	2,840389	41,700722	CEPSA	P	dm	L-D: 24H
3849	GIRONA	LLORET DE MAR	LLORET DE MAR	17310	AVINGUDA DE LES ALEGRIES, 89/91	N	2,830861	41,713556	ESSER	P	dm	L: 06:00-23:00
3850	GIRONA	LLORET DE MAR	LLORET DE MAR	17310	AV. VILA DE BLANES, 120 - C.C. CAPRABO	N	2,831139	41,700000	SARAS ENERGIA	P	OM	L-D: 07:00-23:00
3851	GIRONA	MAÇANET DE CABRENYS	MAÇANET DE CABRENYS	17720	CAMI DE LES ROVIRES, S/N	D	2,751833	42,385833	PETROCAT	P	OM	L-D: 24H
3852	GIRONA	MAÇANET DE LA SELVA	MAÇANET DE LA SELVA	17412	C-251	N	2,740917	41,781139	GALP	P	dm	L-D: 06:00-22:00
3853	GIRONA	MAÇANET DE LA SELVA	MAÇANET DE LA SELVA	17412	AU AP-7, 86	D	2,739972	41,772833	REPSOL	P	OM	L-D: 24H
3854	GIRONA	MAÇANET DE LA SELVA	MAÇANET DE LA SELVA	17412	AUTOPISTA AP-7 KM. 86	D	2,738889	41,774389	CEPSA	P	OM	L-D: 24H
3855	GIRONA	MAÇANET DE LA SELVA	MAÇANET DE LA SELVA	17412	N-II km 689,216	I	2,757250	41,757222	LOW COST FUEL	P	dm	L-D: 24H
3856	GIRONA	MAÇANET DE LA SELVA	MAÇANET DE LA SELVA	17412	N-II km 689,216	D	2,756778	41,757583	LOW COST FUEL	P	dm	L-D: 06:00-22:00
3857	GIRONA	MOLLÓ	MOLLO	17868	CARRETERA C38 KM. 22	D	2,413806	42,353611	REPSOL	P	OM	L-D: 24H
3858	GIRONA	MONT-RAS	MONT-RAS	17253	CARRETERA C-31 KM. 38,5	D	3,144028	41,893444	CEPSA	P	OM	L-D: 06:00-22:00
3859	GIRONA	OLOT	OLOT	17800	AVENIDA EUROPA - PARCELA, 7	D	2,482639	42,192861	PETROCAT	P	OM	L-D: 06:00-22:00
3860	GIRONA	OLOT	OLOT	17800	CARRETERA SANTA PAU KM. 0,523	N	2,491861	42,176083	BP	P	dm	L-D: 06:00-22:00
3861	GIRONA	OLOT	OLOT	17800	AVENIDA FRANÇA, 30	D	2,489222	42,192667	SHELL	P	dm	L-D: 24H
3862	GIRONA	OLOT	OLOT	17800	CL CRTA. STA. COLOMA S.N.	D	2,478556	42,171889	REPSOL	P	OM	L-D: 06:00-22:00
3863	GIRONA	OLOT	OLOT	17800	CALLE LES TRIES, 70	D	2,504278	42,189556	REPSOL	P	OM	L-D: 06:00-22:00
3864	GIRONA	OLOT	OLOT	17800	AVENIDA SANTA COLOMA, 74	N	2,476472	42,169778	CARREFOUR	P	dm	L-D: 24H
3865	GIRONA	OLOT	OLOT	17800	CALLE DOCTOR ZAMENHOF, S/N	D	2,499444	42,187889	CEPSA	P	OM	L-D: 06:00-22:00
3866	GIRONA	OLOT	OLOT	17800	CALLE IGNASI BUXÓ GOU, D', 4	D	2,497139	42,186806	AUTONET&OIL	P	dm	L-D: 24H
3867	GIRONA	OLOT	OLOT	17800	CARRETERA DE LA CANYA KM. 115	D	2,499139	42,196083	MDIESEL	P	dm	L-D: 24H
3868	GIRONA	PALAFRUGELL	PALAFRUGELL	17200	AVENIDA ESPANYA, S/N	D	3,153889	41,912250	REPSOL	P	OM	L-D: 07:00-23:00
3869	GIRONA	PALAFRUGELL	PALAFRUGELL	17200	AVENIDA GENERALITAT, 31	D	3,152500	41,912611	ANEU OIL	P	dm	L-D: 24H
3870	GIRONA	PALAFRUGELL	PALAFRUGELL	17200	AVENIDA COSTA BRAVA, S/N	N	3,149306	41,927278	ESCLATOIL	P	dm	L-D: 24H
3871	GIRONA	PALAFRUGELL	PALAFRUGELL	17200	CALLE CADAQUES, 3	D	3,154361	41,923667	SERVIOIL	P	dm	L-D: 24H
3872	GIRONA	PALAFRUGELL	PALAFRUGELL	17200	PARATGE SANTA MARGARIDA, 7	D	3,172694	41,908750	CEPSA	P	dm	L: 07:00-22:00
3873	GIRONA	PALAFRUGELL	PALAFRUGELL	17200	CARRER JOAN MARAGALL, 1	N	3,156833	41,917917	PROPERLY, S.A.	P	dm	L-D: 24H
3874	GIRONA	PALAMÓS	PALAMOS	17230	CARRETERA C-31 KM. 327,000	I	3,137972	41,872306	REPSOL	P	OM	L-D: 24H
3875	GIRONA	PALAMÓS	PALAMOS	17230	CARRETERA C-225 KM. 42	N	3,136611	41,864056	GALP	P	OM	L-D: 06:00-22:00
3876	GIRONA	PALAMÓS	PALAMOS	17230	CAMINO PLÀ DEL LLOP (DEL), 2	N	3,119056	41,855250	ESCLATOIL	P	dm	L-D: 24H
3877	GIRONA	PALOL DE REVARDIT	PALOL DE REVARDIT	17843	CR  C-66 P.K. 36	D	2,811781	42,063985	REPSOL	P	OM	L-D: 06:00-22:00
3878	GIRONA	PALOL DE REVARDIT	PALOL DE REVARDIT	17843	CTRA. C-66 km 38	I	2,811722	42,063833	PETROESTANY	P	dm	L-D: 24H
3879	GIRONA	PAU	PAU	17494	CARRETERA GE-610 KM. 6,85	D	3,126500	42,310111	REPSOL	P	dm	L-D: 06:00-22:00
3880	GIRONA	PEDRET I MARZÀ	PEDRET	17493	CARRETERA CR N-260 KM. 27,8	D	3,063806	42,316444	PETRONOR	P	dm	L-D: 07:00-23:00
3881	GIRONA	PERA (LA)	PERA (LA)	17120	CARRETERA C-66 KM. 18,800	D	2,983472	42,025278	REPSOL	P	OM	L-D: 06:30-22:00
3882	GIRONA	PLANES D'HOSTOLES (LES)	LES PLANES D'HOSTOLES	17172	CTRA. C-63, PK. km 54,34	N	2,544889	42,053028	SARAS	P	OM	L-D: 06:00-22:00
3883	GIRONA	PONT DE MOLINS	PONT DE MOLINS	17706	CAMI DEL ROURE, 5	N	2,936389	42,317833	CALSINA CARRE	P	dm	L-D: 24H
3884	GIRONA	PORT DE LA SELVA (EL)	PORT DE LA SELVA (EL)	17489	CALLE LLANÇÀ, S/N	D	3,199500	42,334500	CEPSA	P	dm	"L-S: 08:00-18:00; D: 08:00-15:00"
3885	GIRONA	PORTBOU	PORTBOU	17497	CARRETERA NACIONAL 260 KM. 1	I	3,165944	42,433694	CEPSA	P	dm	L-D: 08:00-20:00
3886	GIRONA	PORTBOU	PORTBOU	17497	AVENIDA FRANCIA, SN	D	3,158528	42,427278	CEPSA	P	dm	"L-S: 08:00-20:00; D: 08:00-14:00"
3887	GIRONA	PRESES (LES)	PRESES (LES)	17178	CRTA.N 152 ESQ.ST.MIQUEL CORB	N	2,465361	42,155417	SARAS ENERGIA	P	OM	"L-S: 07:00-22:00; D: 08:00-22:00"
3888	GIRONA	PUIGCERDÀ	PUIGCERDA	17520	CALLE GIRONA, 1	N	1,928583	42,426417	AUTOSERVEI PUIGCERDÀ	P	dm	L-D: 24H
3889	GIRONA	PUIGCERDÀ	PUIGCERDA	17520	CL AVENIDA CATALUNYA, 38 (N-152 km 170)	D	1,930389	42,431667	REPSOL	P	dm	L-D: 06:00-00:00
3890	GIRONA	PUIGCERDÀ	PUIGCERDA	17520	CARRETERA NAC-152 KM. 171	D	1,936194	42,432667	REPSOL	P	dm	L-D: 06:00-00:00
3891	GIRONA	PUIGCERDÀ	PUIGCERDA	17520	CARRETERA NACIONAL   152 KM. 169,100	I	1,922000	42,423056	MEROIL	P	OM	L-D: 06:00-00:00
3892	GIRONA	QUART	QUART	17242	CR C-250, 7,7	N	2,843750	41,933361	REPSOL	P	dm	L-D: 06:00-22:00
3893	GIRONA	RIPOLL	RIPOLL	17500	PASSEIG REGULL, 12	D	2,190750	42,197083	REPSOL	P	OM	L-D: 24H
3894	GIRONA	RIPOLL	RIPOLL	17500	CALLE SOROLLA, 33	D	2,207250	42,214389	CEPSA	P	OM	L-D: 06:00-22:00
3895	GIRONA	RIPOLL	RIPOLL	17500	C 17 km 102	D	2,196528	42,184778	CEPSA	P	OM	L-D: 06:00-22:00
3896	GIRONA	RIPOLL	RIPOLL	17500	POL.IND. CASA NOVA DEL BAIX, 8	N	2,169111	42,215861	SARAS	P	OM	L-D: 06:00-22:00
3897	GIRONA	RIUDARENES	RIUDARENES	17421	CARRETERA GI-555 KM. 7	I	2,693500	41,796028	PETRONOR	P	dm	"L-V: 07:00-21:00; S: 08:00-21:00"
3898	GIRONA	RIUDARENES	RIUDARENES	17421	CARRETERA C-63 KM. 21	I	2,694944	41,844361	REPSOL	P	dm	"L-V: 06:00-22:00; S: 07:00-22:00"
3899	GIRONA	RIUDARENES	RIUDARENES	17421	CARRETERA C-63 KM. 21	D	2,698528	41,841611	REPSOL	P	dm	"L-V: 06:00-22:00; S: 07:00-22:00"
3900	GIRONA	RIUDELLOTS DE LA SELVA	RIUDELLOTS DE LA SELVA	17457	AUTOPISTA AP 7 KM. 70,5	D	2,772056	41,905889	GALP	P	OM	L-D: 24H
3901	GIRONA	RIUDELLOTS DE LA SELVA	RIUDELLOTS DE LA SELVA	17457	CARRETERA C-25 KM. 240	N	2,810833	41,896889	TAMOIL	P	OM	L-D: 06:00-22:00
3902	GIRONA	ROSES	ROSES	17480	AVENIDA RHODE, S/N	N	3,182361	42,255583	BP OIL	P	OM	L-D: 06:00-22:00
3903	GIRONA	ROSES	ROSES	17480	CARRETERA C-260 KM. 42,5	D	3,149167	42,270667	REPSOL	P	OM	L-D: 24H
3904	GIRONA	SALT	SALT	17190	CAMI DES CARLIS, 10	D	2,795611	41,975917	REPSOL	P	dm	L-S: 06:00-22:30
3905	GIRONA	SALT	SALT	17190	CALLE BESCABO, 25	N	2,772972	41,970000	ESSALT	P	dm	L-D: 06:00-23:59
3906	GIRONA	SALT	SALT	17190	PASEO MARQUES DE CAMPS, 79	N	2,787972	41,967333	MEROIL	P	OM	"L-J: 06:00-22:00; V: 06:00-23:59; S: 24H; D: 00:00-22:00"
3907	GIRONA	SALT	SALT	17190	PASEO PAISOS CATALANS, 57	N	2,798528	41,973472	MEROIL	P	OM	L-D: 24H
3908	GIRONA	SALT	SALT	17190	AVENIDA DE LA PAU, S/N	N	2,799722	41,968944	SHELL	P	OM	L-D: 24H
3909	GIRONA	SANT FELIU DE BUIXALLEU	GASERANS	17451	CALLE GALLIGANTS, S/N	D	2,618417	41,735194	ILS	P	dm	L-D: 24H
3910	GIRONA	SANT FELIU DE BUIXALLEU	SANT FELIU DE BUIXALLEU	17451	CARRETERA C-35 KM. 66,667	D	2,600333	41,732306	CEPSA	P	OM	L-D: 06:00-22:00
3911	GIRONA	SANT FELIU DE BUIXALLEU	SANT FELIU DE BUIXALLEU	17451	CARRETERA C-35 KM. 66,667	I	2,600389	41,732806	CEPSA	P	OM	L-D: 06:00-22:00
3912	GIRONA	SANT FELIU DE GUÍXOLS	SANT FELIU DE GUIXOLS	17220	CARRETERA C-253 KM. 41,3	D	3,046889	41,791556	CEPSA	P	OM	L-D: 07:00-23:00
3913	GIRONA	SANT FELIU DE GUÍXOLS	SANT FELIU DE GUIXOLS	17220	CARRETERA DE GIRONA C-65 KM. 0	N	3,020194	41,794500	ADRIA CASAS, S.A.	P	dm	L-D: 24H
3914	GIRONA	SANT GREGORI	SANT GREGORI	17150	CARRETERA LES PLANES KM. 4,631	I	2,768306	41,990167	PETRONOR	P	OM	L-D: 07:00-21:00
3915	GIRONA	SANT HILARI SACALM	SANT HILARI SACALM	17403	PASEO FONT DEL CIRERER, 43	N	2,505806	41,878333	FACA	P	dm	"L-V: 06:00-22:00; S-D: 07:00-22:00"
3916	GIRONA	SANT HILARI SACALM	SANT HILARI SACALM	17403	AVENIDA SANTA COLOMA DE FARNERS, 95	I	2,517083	41,871222	E.S.GUILLERIES,S.L.	P	dm	L-D: 24H
3917	GIRONA	SANT JAUME DE LLIERCA	BARRI HOSTAL NOU	17854	ROTONDA GIP5233, SN	D	2,581611	42,220972	E.S. RED OIL	P	dm	L-D: 24H
3918	GIRONA	SANT JOAN DE LES ABADESSES	ST JOAN DE LES ABADESSES	17860	CARRETERA C-151 KM. 10,6	I	2,290778	42,234417	REPSOL	P	OM	L-D: 06:00-22:00
3919	GIRONA	SANT JOAN LES FONTS	SANT JOAN LES FONTS	17857	CARRETERA N-260 KM. 79,60	I	2,538500	42,204306	BENZOIL	P	dm	L-D: 24H
3920	GIRONA	SANT JORDI DESVALLS	S. JORDI DESVALLS	17464	AV.GENERALITAT.25	N	2,958750	42,070694	ENCO SANT JORDI	P	dm	L-D: 07:00-21:00
3921	GIRONA	SANT PERE PESCADOR	SANT PERE PESCADOR	17470	CARRETERA CASTELLO KM. 1	D	3,082333	42,194417	ESCLATOIL	P	dm	L-D: 24H
3922	GIRONA	SANTA COLOMA DE FARNERS	SANTA COLOMA DE FARNERS	17430	CARRETERA DE SILS ENCREUAMENT KM. S/N	N	2,679611	41,855111	SHELL	P	OM	L-D: 24H
3923	GIRONA	SANTA COLOMA DE FARNERS	SANTA COLOMA DE FARNERS	17430	CARRETERA SILS KM. 1	N	2,673861	41,857944	J. LLAVARI	P	dm	L-D: 07:00-22:00
3924	GIRONA	SANTA COLOMA DE FARNERS	SANTA COLOMA DE FARNERS	17430	CARRETERA C-152 KM. 3	I	2,657972	41,885306	PETREM	P	dm	L-D: 24H
3925	GIRONA	SANTA COLOMA DE FARNERS	SANTA COLOMA DE FARNERS	17430	CALLE FRANCESC MORAGUES, SN	N	2,677917	41,853528	ESCLATOIL	P	dm	L-D: 24H
3926	GIRONA	SANTA CRISTINA D'ARO	SANTA CRISTINA D'ARO	17246	CL TEULERA , 15	N	2,998864	41,811430	RIU D'OR	P	dm	L-S: 7:00-22:00
3927	GIRONA	SANTA LLOGAIA D'ÀLGUEMA	SANTA LLOGAIA D'ALGUEMA	17771	AVENIDA D'ÀLGUEMA, 2	I	2,955889	42,229778	GALP	P	OM	L-D: 06:00-23:00
3928	GIRONA	SANTA LLOGAIA D'ÀLGUEMA	SANTA LLOGAIA D'ALGUEMA	17771	CALLE CORAL ROIG, S/N	D	2,956083	42,231333	PETREM	P	dm	L-D: 24H
3929	GIRONA	SARRIÀ DE TER	SARRIA DE TER	17840	N-II km 719,4	D	2,817361	42,009639	SYM SARRIA	P	dm	L-D: 24H
3930	GIRONA	SARRIÀ DE TER	SARRIA DE TER	17840	N-II km 728	D	2,823503	42,020124	PETREM	P	dm	L-D: 24H
3931	GIRONA	SARRIÀ DE TER	SARRIA DE TER	17840	N-II km 728	I	2,823475	42,020152	PETREM	P	dm	L-D: 24H
3932	GIRONA	SAUS	SAUS	17467	CARRETERA ORRIOLS A L'ESCALA KM. 7	I	2,983500	42,131111	EMPÚRIES OILS	P	dm	L-D: 24H
3933	GIRONA	SERINYÀ	SERINYA	17852	CARRETERA C-66 KM. 24	D	2,745139	42,165083	REPSOL	P	dm	L-D: 06:00-22:00
3934	GIRONA	SERRA DE DARÓ	SERRA DE DARO	17133	CARRETERA GE-643 KM. 5,06	D	3,065417	42,028972	REPSOL	P	dm	"L-S: 07:00-21:00; D: 08:00-21:00"
3935	GIRONA	SILS	SILS	17410	CARRETERA C-63 KM. 17	D	2,738083	41,813444	REPSOL	P	dm	"L-V: 06:00-22:00; S-D: 07:00-22:00"
3936	GIRONA	SILS	SILS	17410	CR N-II MADRID-FRANCIA KM  695	N	2,761889	41,802306	HOSTAL DE LA SELVA	P	dm	L-D: 24H
3937	GIRONA	TORROELLA DE FLUVIÀ	TORROELLA DE FLUVIA	17474	CTRA. C-252, PK. km 373,4	N	3,038667	42,199556	SARAS	P	OM	"L-V: 07:00-21:00; S: 07:00-15:00"
3938	GIRONA	TORROELLA DE MONTGRÍ	TORROELLA DE MONTGRI	17257	HIPER ESCLAT. CTRA. GE 641 km 4,225	N	3,177222	42,049472	ESCLATOIL	P	dm	L-D: 24H
3939	GIRONA	TORROELLA DE MONTGRÍ	TORROELLA DE MONTGRI	17257	CARRETERA L'ESTARTIT KM. 1	I	3,140833	42,042222	REPSOL	P	dm	L: 06:00-22:00
3940	GIRONA	TOSSA DE MAR	TOSSA	17320	AVENIDA PUERTO RICO, 1	I	2,928333	41,721806	ASUNCION PALOU COLL	P	dm	L-D: 07:00-22:00
3941	GIRONA	ULLÀ	ULLA	17140	CARRETERA C-31 KM. 350,5	I	3,117222	42,045306	REPSOL	P	OM	L-D: 06:00-22:00
3942	GIRONA	VALL D'EN BAS (LA)	BAS	17176	CARRETERA POLIGANO INDUSTRIAL LA SERRA KM. 1	D	2,450972	42,129750	DANFORD	P	dm	L-D: 24H
3943	GIRONA	VALL D'EN BAS (LA)	SANT PRIVAT D'EN BAS	17178	PRAT DE  CAN GRONXA, S/N	N	2,442556	42,142333	SAT VALL D'EN BAS	P	dm	"L-V: 08:00-13:30 y 15:00-19:30; S: 08:00-13:30"
3944	GIRONA	VERGES	VERGES	17142	CARRETERA C-31 KM. 357,2	D	3,049528	42,064694	CEPSA	P	OM	L: 07:00-22:00
3945	GIRONA	VIDRERES	VIDRERES	17411	CARRETERA C-63 KM. 9,4	I	2,780528	41,766389	REPSOL	P	OM	L-D: 06:00-22:00
3946	GIRONA	VIDRERES	VIDRERES	17411	CARRETERA NACIONAL II KM. 700	N	2,757139	41,788389	NACOIL	P	dm	L-D: 24H
3947	GIRONA	VIDRERES	VIDRERES	17411	AUTOVIA C-35 KM. 84,5	I	2,761694	41,785639	GALP	P	OM	L-D: 06:00-22:00
3948	GIRONA	VILADAMAT	PALAUBORRELL	17137	CARRETERA C-31 KM. 20	N	3,071111	42,135306	VILADEMAT	P	dm	L-D: 24H
3949	GIRONA	VILADEMULS	VILADEMULS	17468	CARRETERA N-2 KM. 731	I	2,888639	42,086583	REPSOL	P	OM	L-D: 06:00-22:00
3950	GIRONA	VILADRAU	VILADRAU	17406	CARRETERA DE VILADRAU A VIC KM. 3,2	D	2,360056	41,853611	PETROCAT	P	dm	L-D: 24H
3951	GIRONA	VILAMALLA	VILAMALLA	17469	CALLE PONENT, 10	D	2,959417	42,231000	AVANZA	P	dm	L-D: 24H
3952	GIRONA	VILAMALLA	POLIGON EMPORDA INTERNACIONAL	17469	POLIGONO LA BISBAL, 10	N	2,990833	42,229111	IS-XXI	P	dm	L-D: 24H
3953	GIRONA	VILAMALLA	POLIGON EMPORDA INTERNACIONAL	17469	AVENIDA EUROPA D', 1	N	2,979778	42,231139	GLOBALTANK	P	dm	L-D: 24H
3954	GIRONA	VILOBÍ D'ONYAR	VILOBI D'ONYAR	17185	CARRETERA GIRONA SANTA COLOAM FARNERS KM. 13	I	2,731972	41,892056	VILOBI	P	dm	"L-V: 06:00-22:00; S: 07:00-22:00; D: 08:00-21:00"
3955	GRANADA	ALBOLOTE	ALBOLOTE	18220	A-92 km 239,000	D	-3,668417	37,231417	GALP	P	dm	L-D: 24H
3956	GRANADA	ALBOLOTE	ALBOLOTE	18220	A-92 km 239,000	I	-3,667139	37,232667	GALP	P	dm	L-D: 24H
3957	GRANADA	ALBOLOTE	ALBOLOTE	18220	PG JUNCARIL, PARC  114/5	N	-3,646222	37,223472	JUNCARIL	P	dm	L-D: 24H
3958	GRANADA	ALBOLOTE	ALBOLOTE	18220	CARRETERA E-902/A-44/N-323 KM. 121	I	-3,655278	37,247361	SHELL	P	OM	L-D: 24H
3959	GRANADA	ALBOLOTE	ALBOLOTE	18220	CARRETERA GR-4 KM. 2,35	D	-3,668722	37,226333	REPSOL YPF	P	OM	L: 07:00-23:00
3960	GRANADA	ALBOLOTE	ALBOLOTE	18220	PASEO COLON, S/N	D	-3,649472	37,233000	REPSOL	P	OM	L-D: 24H
3961	GRANADA	ALBOLOTE	ALBOLOTE	18220	CR N-323, 123	D	-3,644806	37,234250	REPSOL	P	OM	L-D: 07:00-23:00
3962	GRANADA	ALBOLOTE	ALBOLOTE	18220	CALLE MOTRIL, PARCELA, 243	N	-3,649667	37,226889	EROSKI	P	dm	L-D: 24H
3963	GRANADA	ALBOLOTE	ALBOLOTE	18220	CALLE LOJA, S/N	N	-3,645778	37,230222	LOW COST TIBURONOIL	P	dm	L-D: 24H
3964	GRANADA	ALBUÑÁN	ALBUÑAN	18518	CTRA. GUADIX-JEREZ MARQUESADO km 6	I	-3,143639	37,238194	REPSOL	P	dm	L-D: 07:00-22:00
3965	GRANADA	ALBUÑOL	ALBUÑOL	18700	A-345 km 64,7	I	-3,182889	36,761972	REPSOL	P	OM	L-D: 07:00-22:00
3966	GRANADA	ALBUÑOL	RABITA (LA)	18760	CALLE VISTA ALEGRE (VAL), S/N	D	-3,169361	36,751833	GASOLINERA	P	dm	L: 06:00-21:00
3967	GRANADA	ALFACAR	ALFACAR	18170	CARRETERA DE ALFACAR A GRANADA km 1	D	-3,570889	37,232167	BP	P	dm	L: 06:30-23:00
3968	GRANADA	ALGARINEJO	ALGARINEJO	18280	CARRETERA N-321 KM. 21	D	-4,153750	37,326556	REPSOL	P	dm	L-S: 07:00-23:00
3969	GRANADA	ALHAMA DE GRANADA	ALHAMA DE GRANADA	18120	PLAZA DUQUE DE MANDAS, S/N	D	-3,990778	37,003667	HEREDEROS JUAN PEREZ CASERO	P	dm	L-D: 07:00-23:00
3970	GRANADA	ALHAMA DE GRANADA	VENTAS DE ZAFARRAYA	18128	CALLE BUENOS AIRES, 10	D	-4,122139	36,955639	CEPSA	P	dm	"L-S: 07:00-22:00; D: 07:00-20:00"
3971	GRANADA	ALHENDÍN	ALHENDIN	18620	AVENIDA ANDALUCIA, 31	N	-3,637444	37,103556	BP ALHENDIN-OTURA	P	dm	L-D: 24H
3972	GRANADA	ALHENDÍN	ALHENDIN	18620	AVENIDA ANDALUCÍA, S/N	D	-3,640194	37,104250	SHELL 	P	OM	L-D: 06:00-00:00
3973	GRANADA	ALMUÑÉCAR	ALMUÑECAR	18690	AVENIDA AVENIDA DE SALOBREÑA, 1	I	-3,687472	36,736917	REPSOL	P	dm	L: 07:00-23:00
3974	GRANADA	ALMUÑÉCAR	ALMUÑECAR	18690	CALLE KHAN JONES, S/N	D	-3,682556	36,734583	ESSA	P	dm	L-D: 24H
